1	1048576	0.397511
1	1048576	0.372269
1	1048576	0.382504
1	1048576	0.365037
1	1048576	0.913836
1	1048576	0.525876
1	1048576	0.377183
1	1048576	0.355784
1	1048576	0.305524
1	1048576	0.369735
1	1048576	0.339975
1	1048576	0.406857
1	1048576	0.457658
1	1048576	0.764182
1	1048576	0.179838
1	1048576	0.633365
1	1048576	0.300601
1	1048576	1.166256
1	1048576	0.368106
1	1048576	0.434529
1	1048576	0.457441
1	1048576	0.468703
1	1048576	0.356799
1	1048576	0.303938
1	1048576	0.518257
1	1048576	0.564692
1	1048576	0.369228
1	32768	0.122285
1	32768	0.134356
1	32768	0.100156
1	32768	0.079904
1	32768	0.106906
1	32768	0.083985
1	32768	0.087956
1	32768	0.123628
1	32768	0.166506
1	32768	0.062699
1	32768	0.335674
1	32768	0.133804
1	32768	0.346513
1	32768	0.080339
1	32768	0.078475
1	32768	0.087447
1	32768	0.112344
1	32768	0.745783
1	32768	0.173294
1	32768	0.103911
1	32768	0.091341
1	32768	0.078493
1	32768	0.188924
1	32768	0.162028
1	32768	0.376538
1	32768	0.111911
1	32768	0.084880
1	32768	0.086271
1	32768	0.089219
1	32768	0.084307
1	32768	0.094845
1	32768	0.171955
1	32768	0.152916
1	32768	0.087544
1	32768	0.167690
1	32768	0.409246
1	32768	0.113055
1	32768	0.105834
1	32768	0.107420
1	32768	0.129950
1	32768	0.130270
1	32768	0.098310
1	32768	0.129542
1	32768	0.120546
1	32768	0.206711
1	32768	0.192749
1	32768	0.138733
1	32768	0.114678
1	32768	0.142308
1	32768	0.122836
1	32768	0.130867
1	32768	0.139070
1	32768	0.132489
1	32768	0.124303
1	32768	0.175645
1	32768	0.079963
1	32768	0.107180
1	32768	0.091041
1	32768	0.259604
1	32768	0.112868
1	32768	0.080387
1	32768	0.086795
1	32768	0.119271
1	32768	0.045283
1	32768	0.502994
1	32768	0.118433
1	32768	0.144089
1	32768	0.083220
1	32768	0.144715
1	32768	0.091509
1	32768	0.141640
1	32768	0.096476
1	32768	0.116710
1	32768	0.271910
1	32768	0.118779
1	32768	0.130607
1	32768	0.107420
1	32768	0.100373
1	32768	0.078145
1	32768	0.110176
1	32768	0.104521
1	32768	0.105843
1	32768	0.133983
1	32768	0.113232
1	32768	0.186515
1	32768	0.106091
1	32768	0.155689
1	32768	0.276592
1	32768	0.173682
1	32768	0.093803
1	32768	0.117173
1	32768	0.352159
1	32768	0.168202
1	32768	0.100332
1	32768	0.112392
1	32768	0.134274
1	32768	0.093092
1	32768	0.078465
1	32768	0.081385
1	32768	0.089126
1	32768	0.088986
1	32768	0.081931
1	32768	0.117355
1	32768	0.090799
1	32768	0.110199
1	32768	0.126923
1	32768	0.077834
1	32768	0.080063
1	32768	0.229942
1	32768	0.085274
1	32768	0.098127
1	32768	0.087473
1	32768	0.146460
1	32768	0.115403
1	32768	0.159284
1	32768	0.113529
1	32768	0.079590
1	32768	0.100971
1	32768	0.077833
1	32768	0.146359
1	32768	0.680954
1	32768	0.079488
1	32768	0.125558
1	32768	1.114872
1	32768	0.090645
1	32768	0.079608
1	32768	0.080073
1	32768	0.396019
1	32768	0.092791
1	32768	0.275989
1	32768	0.084135
1	32768	0.105320
1	32768	0.080388
1	32768	0.074762
1	32768	0.087282
1	32768	0.085994
1	32768	0.204093
1	32768	0.095559
1	32768	0.194227
1	32768	0.080234
1	32768	0.122060
1	32768	0.079181
1	32768	0.278322
1	32768	0.110014
1	32768	0.089728
1	32768	0.142038
1	32768	0.154751
1	32768	0.113550
1	32768	0.084021
1	32768	0.111495
1	32768	0.146325
1	32768	0.146423
1	32768	0.082877
1	32768	0.074330
1	32768	0.087647
1	32768	0.074790
1	32768	0.076810
1	32768	0.077426
1	32768	0.082419
1	32768	0.092364
1	32768	0.236070
1	32768	0.154448
1	32768	0.094978
1	32768	0.146907
1	32768	0.134093
1	32768	0.150152
1	32768	0.130659
1	32768	0.087064
1	32768	0.143265
1	32768	0.164693
1	32768	0.109059
1	32768	0.083014
1	32768	0.085587
1	32768	0.122263
1	32768	0.093102
1	32768	0.150856
1	32768	0.087901
1	32768	0.090096
1	32768	0.089025
1	32768	0.091478
1	32768	0.145933
1	32768	0.321248
1	32768	0.091139
1	32768	0.086568
1	32768	0.120478
1	32768	0.082096
1	32768	0.163722
1	32768	0.116230
1	32768	0.085677
1	32768	0.137152
1	32768	0.201623
1	32768	0.156145
1	32768	0.152306
1	32768	0.101113
1	32768	0.082506
1	32768	0.154509
1	32768	0.084455
1	32768	0.155887
1	32768	0.089990
1	32768	0.083221
